question	label
由龚琳娜演唱的,被称为神曲的歌是?	nonmedical
寻寻觅觅冷冷清清凄凄惨惨戚戚是出自宋朝那位女词人之手?	nonmedical
鱼翅是哪种动物的鳍所制成的?	nonmedical
作为我国婚礼程序中,夫妻各执一杯酒,双手相交喝完表示相爱的喝酒形式叫什么?	nonmedical
电影午夜凶铃中从电视剧爬出来的著名恐怖角色叫什么?	nonmedical
石灰水上的白色薄膜是空气中含有什么原因造成的？	nonmedical
有谁知道光棍节是哪天？	nonmedical
《青春之歌》的作者是：	nonmedical
做人要做一品大百姓，这是哪位教育家倡导的人生信条？	nonmedical
王菲陈奕迅为电影《将爱情进行到底》合唱的主题曲是?	nonmedical
末代皇帝溥仪年号是?	nonmedical
中国少年先锋队队歌第一句是什么?	nonmedical
清朝太后身边最著名的贴身太监叫什么?	nonmedical
壁虎在遇到敌人攻击,很危险的情况下会舍弃身体的什么部分逃走?	nonmedical
表示国内生产总值的英文简称是?	nonmedical
空调的发明者是哪国人?	nonmedical
西方传统中,结婚时戒指应该戴在哪个指头?	nonmedical
f1中国站在哪个城市进行?	nonmedical
北京奥运会个人获得8枚金牌的是哪位美国运动员?	nonmedical
头戴礼帽,足登大皮靴,走路像鸭子的著名应该喜剧演员是谁?	nonmedical
长三角地区指的是上海、江苏和哪个省?	nonmedical
在中国人的本命年风俗中,通常穿什么颜色的肉裤和袜子?	nonmedical
"20世纪上半叶,""上海皇帝""是指的哪位富有传奇性的黑帮人物?"	nonmedical
人们通常用来送花的蓝色妖姬其实是什么花?	nonmedical
美国遭受911恐怖袭击的双子塔叫什么?	nonmedical
“大夫”在我国古代是指	nonmedical
用弹弓控制小鸟来打击建筑物和猪的一款畅销游戏作品叫什么名字?	nonmedical
因饰演了《梅花三弄》《一帘幽梦》等琼瑶剧而出名的女演员是谁?	nonmedical
被视为全人类的珍贵文化遗产，目前世界上唯一还活着的象形文字是：	nonmedical
"古书中男子手里常握有""三尺"",请问它指什么?"	nonmedical
鲸鱼浮出水面喷水是为了什么?	nonmedical
北极和南极哪个更冷？	nonmedical
孙权的爸爸是谁?	nonmedical
形容动物的鸣叫常用一个字表示，狼的叫声应该用：	nonmedical
福建省福州市简称是什么？	nonmedical
藏民生活中的主要饮料是	nonmedical
"我国古代军事著作《孙子兵法》的作者""孙子""本名叫什么?"	nonmedical
《史记·淮阴侯列传》记载的是哪位西汉开国功臣的生平事迹?	nonmedical
"于2011年退役的nba著名球星,绰号""大鲨鱼""的是谁?"	nonmedical
著名京剧艺术家周信芳艺名是	nonmedical
鲁是我国哪个省份的简称?	nonmedical
英法联军火烧圆明园时期的中国皇帝是谁?	nonmedical
"位于我国贵州,有""中华第一瀑""之称的是哪一个著名瀑布?"	nonmedical
dna分子的结构是什么结构?	nonmedical
"著名的历史事件""九龙夺嫡""发生于哪个清朝皇帝在位期间?"	nonmedical
我国古代疆域最大的朝代是：	nonmedical
比喻在比自己才能高的人面前卖弄,我们常说在三国中哪个人面前耍大刀?	nonmedical
西方四大通讯社之一的路透社在哪个欧洲国家?	nonmedical
"体坛""常青树""瓦尔德内尔.瓷娃娃""福原爱""从事的是什么项目?"	nonmedical
东北第一高山,也是中国和朝鲜的界山长白山在哪个省?	nonmedical
我们常常用干冰来降雨，你知道干冰实际上是什么物质：	nonmedical
"""三大化石燃料""指的是煤,石油和什么?"	nonmedical
我国史上第一部纪传体断代史是什么?	nonmedical
"我们常用""舍不得孩子套不着什么""来比喻要达到某一目的必须付出代价?"	nonmedical
与千佛山、大明湖并称济南三大名胜的景点是?	nonmedical
世界名著名《茶花女》的作者是哪位法国作家?	nonmedical
楚辞是谁创造的一种诗体?	nonmedical
"""令郎""是我国古代对对方什么亲属的尊称?"	nonmedical
阿富汗的首都是哪座城市?	nonmedical
唐太宗的陵墓被称为	nonmedical
有佩带茱萸，结伴登高习俗的节日是：	nonmedical
“不可知论”一词最早是由哪个国家的科学家提出来的？	nonmedical
世界上面积最大的国家是______？	nonmedical
成都武侯祠是为了纪念谁而建的祠堂？	nonmedical
星云的主要成分是：	nonmedical
辽朝的建立者是：	nonmedical
具有“胎生植物”之称的沿海植物是:	nonmedical
有13位中国女孩组成,以流行音乐形式演奏中国民乐的乐团就什么?	nonmedical
《西游记》中,牛魔王的妻子是谁?	nonmedical
《西游记》中,红孩儿的夫妻是谁?	nonmedical
"""三无人员""是指无暂住证、无工作证和无什么的人?"	nonmedical
莫扎特在哪里出生?	nonmedical
中国的＂导弹之父＂是＿．	nonmedical
湖南才传统戏《刘海砍樵》是属于什么剧种?	nonmedical
"网络用语中,""鸭梨""是指?"	nonmedical
马可?波罗是哪国人：	nonmedical
君子兰原产于哪个洲？	nonmedical
欧米茄是哪个国家的名表品牌？	nonmedical
《资治通鉴》的体裁是：	nonmedical
我国历史上存在时间最长的是哪个朝代?	nonmedical
"成语""连中三元""中的第一""元""是乡试考试中的""解元"",那么最后一""元""指的是什么元?"	nonmedical
"古代的帝王为了祈福会去五岳中的哪座山上的""封禅台""进行封禅活动?"	nonmedical
历史上著名的黄巢起义发生在哪个朝代末期?	nonmedical
中国奥运史上最年轻的冠军是哪位著名跳水女运动员?	nonmedical
《金蛇狂舞》这首著名的民族器乐的改编曲是由谁所作	nonmedical
家严是对自己家中什么直系亲属的称呼?	nonmedical
1773年什么事件诱发了北美独立战争?	nonmedical
世界上人口数量最多的民族是哪个?	nonmedical
名画《伏尔加河上的纤夫》的作者是谁？	nonmedical
一次性筷子的发明者是：	nonmedical
阿珂是谁的女儿？	nonmedical
制造出世界上第一架公认的飞机的是:	nonmedical
中国最大的平原是哪个？	nonmedical
什么导弹在海湾战争中多次拦截了“飞毛腿”导弹	nonmedical
害死岳飞的是谁？	nonmedical
雁荡山位于：	nonmedical
“智慧之果”是指：	nonmedical
水晶石的主要成分是：	nonmedical
江西的简称是？	nonmedical
《金粉世家》的作者是：	nonmedical
"宇宙的""宇""字表示的是时间还是空间?"	nonmedical
澳门曾为哪国的殖民地?	nonmedical
1927年谁发动“4.12”反革命政变在南京另立国民政府：	nonmedical
小说复活的作者是谁	nonmedical
世界最大的海港：	nonmedical
以刘志丹命名的志丹县在	nonmedical
伊斯兰为阿拉伯文音译，原意为：	nonmedical
“少年强，中国强”这句话是谁讲的？	nonmedical
五岳中最高的是哪一座？	nonmedical
芝加哥公牛队曾多少次获nba总冠军	nonmedical
一个排球场长度有多少米?	nonmedical
是拇指指甲长得快还是中指指甲长得快？	nonmedical
杨庄集在哪个县	nonmedical
世博会中国馆的名字	nonmedical
是谁出卖了耶稣？	nonmedical
水怪史毕滋在慕尼黑奥运会上一连夺得多少面金牌?	nonmedical
吉他有多少根弦？	nonmedical
喜多郎，_________年出生于日本，著名音乐人，他的音乐风格有着浓郁的神秘色彩。	nonmedical
韩国哪年举办过奥运会：	nonmedical
页岩属于？	nonmedical
统一埃及的上埃及国王是谁	nonmedical
第一个飞行仿真器是哪一年发明的？	nonmedical
“滑铁卢”是失败的代名词，滑铁卢战役与谁有关	nonmedical
1994年中国甲a联赛最佳射手是：	nonmedical
中国最早的工艺百科全书是？	nonmedical
大禹的父亲是谁？名字。	nonmedical
感恩节是由哪个国家首创的	nonmedical
李玉刚的女朋友叫什么？？	nonmedical
甲骨文发现于哪里	nonmedical
《将相和》先自司马迁的什么	nonmedical
我国历史上最后一个宰相是？	nonmedical
熏衣草的花语是什么？	nonmedical
周笔畅的生日是？	nonmedical
迪拜是哪个国家的	nonmedical
《天珠变》的作者是谁？	nonmedical
中国国歌是什么？	nonmedical
篮球火女主角是谁?	nonmedical
鲁肃是哪一个四大名著的人物？	nonmedical
茶花女作者	nonmedical
大象是靠什么进行交流的。	nonmedical
聂耳原名叫什么?	nonmedical
《魔笛》是谁的作品	nonmedical
《新闻女生组》的主题歌是什么	nonmedical
爱情公寓4里的平板电脑是什么牌子的	nonmedical
骨于骨之间能活动的相接地方叫什么？	nonmedical
杉杉来了是在那个卫视播放	nonmedical
国歌的曲作者是：	nonmedical
黑海出地中海的门户是什么？	nonmedical
傣族主要分布在哪个省?	nonmedical
金屋藏娇出自哪个皇帝	nonmedical
人体消化道中最长的器官是什么?急用！	nonmedical
清末一位状元倡导实业救国，并身体力行，创办了一系列民族工业。这位状元实业家是？	nonmedical
一届世界杯个人进球最多的记录是谁保持的?	nonmedical
牙齿的成份是什么	nonmedical
文章合为时而著，歌诗合为事而作。是我国中唐时期，新乐府运动中那位著名诗人提出的诗歌创作理论？	nonmedical
公元前7世纪中期，齐桓公在什么地方召集诸侯会门正式确立霸主地位	nonmedical
足球发源那里？	nonmedical
法国国旗由哪三种颜色组成?	nonmedical
lg手机原出厂地是哪个?	nonmedical
5月11日是什么星座?	nonmedical
1g等于多少兆	nonmedical
切尔西的主场是哪叫什么	nonmedical
电影《功夫》中,火云邪神最后被什么武功招式打败?	nonmedical
周瑜用什么计杀蔡瑁	nonmedical
石灰岩变质后是什么？	nonmedical
中国实际领土面积多大	nonmedical
文艺复兴的先驱是谁？他的代表作品是什么	nonmedical
狼王梦的作家是谁？	nonmedical
冬天,树干常常会被刷成白色,这白色液体是什么水?	nonmedical
刘恒是哪一代皇帝	nonmedical
2003年,北京国安队球员邵佳一加盟了哪支德甲足球队,开始了留洋生活?	nonmedical
生态瓶中，什么是为动物提供氧气的，植物，沙，微生物	nonmedical
王安石是哪个年带的？	nonmedical
澳门是199几年回归	nonmedical
北华大学美术学院在那个校区	nonmedical
有谁知道什么是邮编	nonmedical
著名的轮敦塔桥位于哪个国家	nonmedical
正月初九是天日,传说此日为天界最高神祗谁的生日???	nonmedical
19世纪，为制造发电机和电动机提供了理论基础的科学家是	nonmedical
望梅止渴属于什么反射？	nonmedical
银魂的作者是谁?	nonmedical
nba历史总助攻王是谁？	nonmedical
著名红色旅游景区井冈山在哪个省?	nonmedical
在网络用语中,'童鞋'是指?	nonmedical
文章出轨对象是谁	nonmedical
肾病属于什么病科	nonmedical
坏男人主题曲是什么？	nonmedical
大堡礁在哪	nonmedical
汉中在哪个省？	nonmedical
悦达起亚是哪个国家的品牌？	nonmedical
柒牌男装是谁代言的	nonmedical
什么锅炒菜对人身体有益	nonmedical
海洋中最多的生物是？	nonmedical
动物冬眠时靠体内什么物质提供能量，维持基本的生命活动？	nonmedical
黄山属于哪个省	nonmedical
"成语""削足适履""的""履""是指什么?"	nonmedical
雨伞是由谁发明的？	nonmedical
羽毛球是一种群众基础很广泛的体育运动。请问现代羽毛球起源于哪个国家？	nonmedical
月球上没有声音是因为：	nonmedical
西藏布达拉宫最初是松赞干布为了迎接谁而兴建的?	nonmedical
莎士比亚的著名作品《罗密欧与朱丽叶》的故事背景是哪个国家	nonmedical
蜈蚣又名什么?	nonmedical
哲学家苏格拉底是哪个国家的人？	nonmedical
太阳系九大行星中位于最外侧的是：	nonmedical
"与刘德华,张学友,郭富城合称为香港""四大天王""的人是谁?"	nonmedical
"在""小虎队""成员中,吴奇隆被称为什么虎?"	nonmedical
鲁智深在渭州三拳打死谁？	nonmedical
2008年由孙红雷和姚晨联袂主'演的谍战题材的电视剧是什么?	nonmedical
伽利略做的比萨斜塔自由落体实验推翻了哪们古希腊科学家重物下落快的理论?	nonmedical
最大最深的海是?	nonmedical
江苏地区的简写是什么	nonmedical
我国河北吴桥是以哪一种娱乐活动最为盛名？	nonmedical
"我国古代称为""启明星""的是太阳系八大行星的什么星?"	nonmedical
"有""音乐之都""美誉的维也纳是哪个国家的首都?"	nonmedical
"""西气东输""指的是把那个盆地的天然气输给长江三角洲地区?"	nonmedical
历史上著名的泰坦尼克号是撞上什么而导致沉没的?	nonmedical
在犯罪构成中，刑法所保护的而为犯罪行为所侵害的社会关系是	nonmedical
有心栽花花不开?	nonmedical
我国国务院特许发行的彩票类型是福利彩票和什么彩票?	nonmedical
《老人与海》是美国哪位著名小说家的作品?	nonmedical
吴哥窟是哪个亚洲国家的著名景点?	nonmedical
人们常说的米字旗是哪个国家的国旗?	nonmedical
bbc是哪个国家的广播公司的英文简称?	nonmedical
《文化苦旅》是哪个作家的第一本散文集?	nonmedical
犹太教、基督教和伊斯兰教的圣地是哪个城市?	nonmedical
《人间喜剧》是哪位法国批判现实主义作家的小说集?	nonmedical
"五花八门中的""五花""指的是五行阵中的金、木、水、火和什么?"	nonmedical
烧碱是什么东西	nonmedical
叙利亚的现任总统是谁?	nonmedical
"十七世纪被称为""海上马车夫""的是欧洲哪个国家?"	nonmedical
"古称""云梦泽""的洞庭湖位于现在我国的哪个省?"	nonmedical
"《三国演义》中,谁邀请关羽""单刀赴会""的?"	nonmedical
创作时间长达60年的诗剧《浮士德》是哪位德国诗人的作品?	nonmedical
首府为火奴鲁鲁,华人又称为檀香山是位于美国的哪个州?	nonmedical
连接红海和亚丁湾的是哪一个海峡?	nonmedical
中国的五大淡水湖指的是鄱阳湖、洞庭湖、太湖、洪泽湖和哪一个湖?	nonmedical
"2""翌日""是指什么意思?"	nonmedical
3葡萄牙首都是哪个城市?	nonmedical
8秦始皇统一六国后,将全国文字统一简化成了哪种书写形式?	nonmedical
"""南锣鼓巷""是我国哪个城市的最古老的特色历史文化街区之一?"	nonmedical
进化论是谁提出的？	nonmedical
乐山大佛在：	nonmedical
乐山大佛历经（）年方才建成。	nonmedical
中国象棋盘上的“楚河汉界”所指的地方位于哪个省份？	nonmedical
马克思出生在德国哪个城市?	nonmedical
“美洲虎”是哪个国家生产的汽车品牌：	nonmedical
第一部神话小说是	nonmedical
《陆小凤》系列的作者是：	nonmedical
李白是一个大诗人，请问他的祖籍是哪里？	nonmedical
被称为“枫叶之国”，在国旗中央有一枚巨大枫叶的国家是：	nonmedical
世界上最早种植棉花的国家是哪个？	nonmedical
元朝开国皇帝是？	nonmedical
封腾用的什么车	nonmedical
资治通鉴的作者是谁？	nonmedical
中国在奥运会游泳比赛上获得的首枚金牌是由谁夺得的?	nonmedical
"我们常用""卡""来计算食物的热量,请问""卡""是哪个能量单位的缩写?"	nonmedical
电影《河东狮吼2》中,主人公王月英的饰演者是哪个女演员?	nonmedical
我们家用的调味品酱油一般分为老抽和什么?	nonmedical
位于俄罗斯的太平洋沿岸著名海港城市符拉迪沃斯托克又名什么?	nonmedical
"带领本国人民抵抗英军入侵的""圣女贞德""是哪个欧洲国家的女英雄?"	nonmedical
"民间传统中脚踏""风火轮""、手持""混天绫"",杀死龙王三太子的是谁?"	nonmedical
震惊世界的曾侯乙编钟是用哪种金属铸成的?	nonmedical
李湘老公现任是谁	nonmedical
江南三大名楼指的是湖南的岳阳楼、江西的滕王阁和湖北的哪个楼?	nonmedical
《白眉大侠》是由哪位著名评书表演艺术大师创作的评书作品?	nonmedical
中国第一部纪传体断代史《汉书》是哪位史学家编撰的?	nonmedical
用最高礼节接待外宾放多少响礼炮？	nonmedical
彩虹中哪种颜色的温度最高？	nonmedical
"我国云南省的简称是""云""或什么?"	nonmedical
电影《刮痧》的女主角是由谁出演的：	nonmedical
我国的国家根本政治制度是什么?	nonmedical
又称《鬼狐传》的是我国清朝哪部著名的志怪短篇小说集?	nonmedical
瓦特是表示什么的物理单位?	nonmedical
原名盛京宫阙,后称奉天行宫的是位于沈阳的哪座宫殿?	nonmedical
田径比赛中,田赛以高度和距离长度计算比赛成绩,那么径赛以什么计算成绩?	nonmedical
最早的直升机在哪个国家制造成功？	nonmedical
国画《送子天王图》是谁的作品？	nonmedical
最早的“座右铭”写后是放在座位的哪一边？	nonmedical
故宫的“正大光明”匾额由（）书写。	nonmedical
《三国演义》中的“凤雏”是	nonmedical
诸葛亮的〈出师表〉是写给谁的？	nonmedical
杨威是什么运动冠军？	nonmedical
大货车多少年报废	nonmedical
歌曲“咱们工人有力量”的曲作者是：	nonmedical
复活的作者是谁	nonmedical
世界上第一辆火车是谁发明的;	nonmedical
过桥米线是哪个省的风味小吃：	nonmedical
周朝约存在了多少年?	nonmedical
我国古代贯通南北交通的主动脉京杭大运河始建于	nonmedical
《简爱》的男主人公是:	nonmedical
世界上哪个大洲热带雨林面积最大:	nonmedical
欧洲著名的百年战争发生在哪两个国家	nonmedical
我国第一套邮票“大龙票”共有几枚？	nonmedical
非典型性肺炎是由什么病毒引起的？	nonmedical
智利球星萨拉斯出生在哪一年？	nonmedical
第一次乘坐飞船进入太空的是前苏联哪一位航天员？	nonmedical
朱德的称号	nonmedical
潍坊最大的水库是什么水库	nonmedical
华谊兄弟上市代码	nonmedical
清朝哪个皇帝号玉痴	nonmedical
美国最高军事统帅是谁？	nonmedical
猛兽侠哪国制作	nonmedical
五月天的<<倔强>>这首歌的歌词是谁写的?	nonmedical
射雕英雄传中第18代丐帮帮主是谁？	nonmedical
欧弟本名叫什么?	nonmedical
克什米尔地区现在由印度和哪个国家分别控制?	nonmedical
在希腊神话中，天神领袖是谁？	nonmedical
在第二十三届奥运会上，中国运动员打破了在奥运会上零的记录，您知道这届奥运会上中国获得了_________枚金牌吗？	nonmedical
周星驰电影《功夫》中,卖棒棒糖的哑女是由哪位女星扮演的?	nonmedical
"梁山首领,外号""及时雨""的谁?"	nonmedical
树袋熊一般是哪个国家的	nonmedical
中国工农红军长征的最后一座山是	nonmedical
中国开国元勋哪个是广东人	nonmedical
梁栋江在中国好声音唱的那首歌叫什么	nonmedical
蒙牛的创始人是谁？	nonmedical
情定三生里面的向天是谁演的呢？	nonmedical
电灯是谁创造出来的？	nonmedical
地球上最大的生态系统是？	nonmedical
肯德基的创始人是什么军衔？	nonmedical
有个豹子标准的车是什么，引擎盖前段有个立着的豹子	nonmedical
世界上羽翼最大的鸟是那种鸟?	nonmedical
小说《少年维特之烦恼》是德国哪位作家的作品?	nonmedical
赞比亚的首都是？	nonmedical
周星驰和刘嘉玲演的电影叫什么名字	nonmedical
汽水中含有的一种酸	nonmedical
著名诗歌《假如生活欺骗了你》的作者是：	nonmedical
毛遂自荐的主人公是谁	nonmedical
由约翰尼·德普、薇诺娜·瑞德主演的电影《剪刀手爱德华》的导演是谁?	nonmedical
生产明亮的蓝紫色火焰。有刺激性的气体是什么物质	nonmedical
中国那一年解放的。采纳	nonmedical
“先天下之忧而忧，后天下之乐而乐”出自谁的作品？	nonmedical
上海世博中国馆命名什么？	nonmedical
小苹果谁唱的？	nonmedical
著名的啤酒品牌喜力创始于哪个欧洲国家?	nonmedical
我国人口最多的省份	nonmedical
"在网络用语中,与""潜水""意思相对,乱发行为叫做?"	nonmedical
在正方形中，相邻的两条边的位置关系是什么	nonmedical
周星驰和莫文蔚演的鬼片叫什么？	nonmedical
哪个国号称骑在羊背上的国家?	nonmedical
明朝时波斯指哪里？	nonmedical
朱熹是什么朝代的?	nonmedical
历史上的第一大太监是谁！	nonmedical
民事诉讼仲裁机关是什么	nonmedical
、苏有朋主演的《倚天屠龙记》中的周芷若是由哪位内地女艺人主演?	nonmedical
小萝卜头是谁？	nonmedical
中央第三代领导集体核心是什么	nonmedical
代表作品有《喜欢寂寞》《小情歌》《无与伦比的美丽》的是哪一个台湾乐团?	nonmedical
孙楠演唱的《ibelieve》是哪部韩国影片的中文版主题歌?	nonmedical
武则天出家在哪个寺庙	nonmedical
美国自由神像的赠送者是哪个国家？	nonmedical
传说中酒的发明者是谁？	nonmedical
古代哪个皇帝活的时间最长？求学霸指点。	nonmedical
爱情公寓3大结局的插曲是什么？	nonmedical
从百草园到三叶书屋的作者是谁	nonmedical
汉高祖是谁?	nonmedical
罗飞鱼叫什么名字	nonmedical
福建漳浦县属于那个市管	nonmedical
"98年世界杯智利队""双萨组合""一个是萨拉斯,另一个是?"	nonmedical
021是哪个城市电话区号	nonmedical
题林西壁作者是谁	nonmedical
我们常说,狗咬哪位神仙,不识好人心?	nonmedical
伊斯兰教不吃什么	nonmedical
请问，爱情公寓里唐悠悠是谁演得？叫什么名字？	nonmedical
浙江温岭是属于哪个市	nonmedical
"为了庆祝丰收而举行的""那达慕""大会是哪个少数民族的传统节日?"	nonmedical
南美洲最狭长的国家是哪个?	nonmedical
世界人口日是什麼时候？	nonmedical
尊称对方的父亲叫什么？	nonmedical
卡地亚手表是哪个地方出产	nonmedical
黑啤.香肠.咸猪手是哪个欧洲国家的特色美食?	nonmedical
"世界四大文明古都之一,古称""长安""的是我国哪个城市?"	nonmedical
dior是什么牌子	nonmedical
在我国哪个城市需要预先摇号才能获得购买小轿车并且上牌的资格?	nonmedical
全球最大的连锁超市叫什么?	nonmedical
世界杯历史上第一次通过互射点球的方式决出冠军的比赛是巴西对哪支球队?	nonmedical
"古龙笔下盖世无双的""古龙三公子""分别是李寻欢、楚留香和谁?"	nonmedical
鲁迅是哪儿的人啊	nonmedical
分手大师片尾曲是什么	nonmedical
华山在哪里？	nonmedical
杨幂的老公叫什么名字	nonmedical
湖南邵阳适合养什么羊	nonmedical
电视剧《家有儿女》中张一山饰演的角色是?	nonmedical
深圳市是哪个省的？？？	nonmedical
康熙皇帝的庙号是？	nonmedical
世界上第一个实现工业化的国家	nonmedical
我国最早的兵法是什么	nonmedical
暹罗是哪个国家的旧称?	nonmedical
打油诗创始人是谁	nonmedical
《三国演义》中,三气周瑜的是哪位谋士?	nonmedical
现在我国邮政的专用颜色是什么?	nonmedical
"电视剧《爱情公寓》中泼辣的""胡一菲""是由哪位女演员饰演的?"	nonmedical
"比喻某人的行为固执,听不进不同意见,是说""不撞什么不回头""?"	nonmedical
谁第一个统制了中国?	nonmedical
《燕尾蝶》是哪位马来西亚女歌手的代表作专辑?	nonmedical
玉龙山在我国的哪个省？	nonmedical
“打开一切科学的钥匙是问号”，这句话是谁说的？	nonmedical
“自由女神像”是哪个国家送给美国的礼物？	nonmedical
燕京八景是谁题写的?	nonmedical
中国最长的河流	nonmedical
哥特式建筑风格发源于:	nonmedical
臭氧呈什么颜色：	nonmedical
一休的真正身份是：	nonmedical
大力水手最爱的菠菜富含哪种金属元素?	nonmedical
我国夏季“早穿皮袄晚穿纱，抱着火炉吃西瓜”的地区是	nonmedical
卷入第二次世界大战的人口有多少亿：	nonmedical
弱冠指的是	nonmedical
美国哪一处曾经有淘金热？	nonmedical
天池是中国和哪个国家的界湖？	nonmedical
豆浆中加入什么会制成豆腐：	nonmedical
世情小说描写日常生活的世态人情。我国第一部长篇世情小说是？	nonmedical
文艺复兴运动发源于：	nonmedical
我国古代以“诗话”命名的第一部诗话出现在哪个朝代	nonmedical
鲁迅的第一篇白话小说是：	nonmedical
"寓言故事""刻舟求剑""讲的是春秋战国时期哪个诸侯国人的故事?"	nonmedical
土耳其的首都是?	nonmedical
三国中“鬼才”指得是谁？	nonmedical
中国四大佛教名山分别是安徽九华山、山西五台山、浙江普陀山和四川什么山?	nonmedical
谁知道劳尔的妻子叫什么名字啊?	nonmedical
封神榜（陈浩明版）莲花扮演者是谁？	nonmedical
新加坡的宪法明定什么语为新加坡的国语?	nonmedical
纵贯线是由罗大佑、李宗盛、张震岳和谁组成的?	nonmedical
中国的第一位进入太空的航天员是?	nonmedical
"金庸的""射雕三部曲""指的是《倚天屠龙记》、《射雕英雄传》和哪部作品?"	nonmedical
"浏览网页时,输入""www""的中文名称是什么?"	nonmedical
被称为青莲居士的是我国唐代的哪位大诗人?	nonmedical
"塑造了《武林外传》中""郭芙蓉'这一经典形象的大陆当红女演员是?"	nonmedical
尤伯杯和汤姆斯杯是哪项体育赛事的冠军杯?	nonmedical
"""念慈""是古代对对方亲属中哪一位的尊称?"	nonmedical
《三国演义》中诸葛亮七擒七纵的是哪位首领?	nonmedical
飞利浦电器是哪个国家的品牌?	nonmedical
电压的单位是v,电流的单位是什么?	nonmedical
声音大小的单位是?	nonmedical
三国演义中称为常胜将军的是	nonmedical
王洛宾整理的《花儿与少年》是哪个地区的民歌	nonmedical
世界水能蕴含量最大的河	nonmedical
《写在人生边上》的作者是：	nonmedical
哪座山是香港最高的山:	nonmedical
世界上最大的群岛是	nonmedical
避雷针的发明者是：	nonmedical
不负民族气节，在苏门答腊被害的现代著名作家是	nonmedical
《灵与肉》的作者是	nonmedical
是由哪个国家发明的世界上第一支自动手枪?	nonmedical
上海世博会将在那年举办？	nonmedical
武则天是那个朝代的。	nonmedical
"10中国人民志愿军战歌的歌词""雄赳赳气昂昂跨过什么江""?"	nonmedical
"""世界三大有短篇小说巨匠""指的是欧亨利、契诃夫和谁?"	nonmedical
"人们常说的""白山黑水""中的""白山""指的是东北的哪座山?"	nonmedical
世界公认的四大文明古国是中国、古埃及、古印度和哪个古国?	nonmedical
名著《钢铁是怎样炼成的》是前苏联哪位作家所著?	nonmedical
沟通大西洋与地中海的海峡是什么海峡?	nonmedical
"美国钢铁工业的中心,有""世界钢铁之都""之称的是哪座城市?"	nonmedical
"""闰土""是鲁迅哪部小说中的人物?"	nonmedical
我们吃的胡萝卜是植物的哪个部分?	nonmedical
"袁世凯锁创""中华帝国""的年号是什么?"	nonmedical
哪颗行星的体积在太阳系中列倒数第二位	nonmedical
古代著名的水利工程都江堰是谁设计的	nonmedical
马克吐温是哪个国家的？	nonmedical
目前国际奥委会总部在哪一个地方？	nonmedical
"作为我国旅游标志的青铜器""马踏飞燕""是在我国哪个省出土的国家级文物?"	nonmedical
小说《金粉世家》说的是冷清秋和谁从谈恋爱、结婚到出走的悲剧过程?	nonmedical
都梁的哪部小说被改编为由刘烨主演的同名电视剧?	nonmedical
"被称为""窃国大盗""的窃取了辛亥革命胜利果实的人是?"	nonmedical
第一届世界杯足球赛是在哪个国家举行？	nonmedical
中国降水最少的地方是？	nonmedical
跆拳道起源于：	nonmedical
世界上最大的火电站	nonmedical
硬盘属于（）	nonmedical
《海权论》的作者是	nonmedical
世界上流经国家最多的河流是：	nonmedical
“昭君出塞”指的是哪个要塞？	nonmedical
古代称呼三十岁左右为什么？	nonmedical
“娃娃鱼”是指：	nonmedical
x射线又称什么射线？	nonmedical
“莫等闲白了少年头，空悲切”是谁的名句？	nonmedical
《吻别》是谁的歌曲专辑：	nonmedical
《田园交响乐》的作者是：	nonmedical
世界上第一艘完全去除风帆、采用蒸汽动力的铁壳装甲舰是哪个国家制造的？	nonmedical
被称为“老人国”的星系是哪一星系	nonmedical
中国第二大的咸水湖纳木错位于我国的哪个自治区?	nonmedical
"简称为""皖""的是我国的哪个省?"	nonmedical
深圳市共有几个行政区？	nonmedical
中国的第三大淡水湖是	nonmedical
位于河南省洛阳市,历时400多年,开凿有万佛洞、潜溪寺等洞窟的我国四大石窟之一叫什么?	nonmedical
被看作西藏人的护卫犬和保护神,并有东方神犬称号的是什么?	nonmedical
被称为袋鼠之国的国家是?	nonmedical
内地童星金铭在8岁时拍摄的第一部琼瑶电视剧是什么?	nonmedical
合肥是我国哪个省的省会?	nonmedical
世界上的四大棋类包括中国象棋、国际象棋,将棋和哪种棋?	nonmedical
"""墨尔本""是哪个国家的著名城市?"	nonmedical
著名女作家冰心的原名叫什么?	nonmedical
挪威的首都是哪个城市?	nonmedical
柏林国际电影节授予电影的最高奖项叫什么?	nonmedical
文学家伊索是哪国的人？	nonmedical
夏天容易疲倦乏力，这时人体最需要补充哪种元素？	nonmedical
我国少数民族中人口最多的是：	nonmedical
谁的小名叫“阿斗”？	nonmedical
建于1619年的撒尿小孩的铜像是哪个城市的标志？	nonmedical
为纪念一位传奇式的人物，月球上的一个环形火山用他的名字命名，他的名字是：	nonmedical
吴王阖闾曾于公元前496年被哪国打败?	nonmedical
世界文学画廊中唯一的国文学形象是	nonmedical
科隆大教堂在哪个国家：	nonmedical
三十而立，四十不惑。六十是什么？	nonmedical
我国西北部著名旅游城市,并且是新疆维吾尔族自治区首府的是哪座城市?	nonmedical
歌词为“左手锣，右手鼓，手拿锣鼓来唱歌，别的歌儿我也不会唱，单会唱一支凤阳歌”的是哪一首歌？	nonmedical
沙眼通过什么途径传染？	nonmedical
武则天是中国历史上唯一的女皇帝,她改国号为什么?	nonmedical
